"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"WB3","WB",4,"ISCO",1999,1999,6,4,16,"SUMMER",155.7,4903.67,NA,93,90,NA,37,22,NA,6.6,5,NA,94,30,NA,2,"Half DL",1.4,NA,244,NA,NA,NA,NA,NA,75,NA,140,132,NA,23,NA,1.8,NA,NA,NA,"S","5.34","32",0.793,NA,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,20.8849,95.443993,NA,"1990-99"
"EB8","EB",6,"ISCO",1999,1999,6,6,16,"SUMMER",157.7,4905.67,NA,68,65,NA,26,11,NA,3.6,2,NA,87,20,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,78,NA,97,89,"<RL",0.7,NA,1.8,NA,NA,"8.3800000000000008","S","6.13","24",0.368,TRUE,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0.5476,0.405224,NA,"1990-99"
"WB3","WB",6,"ISCO",1999,1999,6,6,16,"SUMMER",157.7,4905.67,NA,105,102,NA,41,26,NA,5.9,4,NA,97,32,NA,3.1,"Half DL",1.4,NA,263,NA,NA,NA,NA,NA,76,NA,160,152,NA,27,NA,1.4,NA,NA,NA,"S","5.61","35",0.764,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,6.0025,14.706125,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,6,8,10,"SUMMER",159.4,4907.42,NA,68,65,NA,26,10,NA,4.3,3,NA,89,21,NA,2.1,"Half DL",1.4,NA,98.3,NA,76.3,NA,FALSE,NA,79,NA,99,91,"<RL",0.8,NA,1.6,NA,0.9,"9.15","5.7","6.09","25",0.623,TRUE,0.81,13.3,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,94,0.6561,0.531441,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,6,8,10,"SUMMER",159.4,4907.42,NA,101,98,NA,39,23,NA,6.9,5,NA,94,26,NA,2.7,"Half DL",1.4,NA,236,NA,138,NA,FALSE,NA,79,NA,170,162,NA,27,NA,1.7,"<RL",0.4,"-4.7300000000000004","5","5.0199999999999996","36",1.019,TRUE,9.55,1.37,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,140,91.2025,870.983875,NA,"1990-99"
"WB3","WB",NA,"REP",1999,1999,6,8,10,"SUMMER",159.4,4907.42,NA,100,97,NA,39,23,NA,6.9,5,NA,94,26,NA,2.6,"Half DL",1.4,NA,235,NA,136,NA,FALSE,NA,79,NA,170,162,NA,27,NA,1.7,NA,0.5,"-3.89","S","5.0199999999999996","36",1.019,TRUE,9.55,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,91.2025,870.983875,NA,"1990-99"
"EB8","EB",4,"ISCO",1999,1999,6,11,16,"SUMMER",162.7,4910.67,NA,71,68,NA,26,11,NA,2.8,1,NA,90,23,NA,2.16,"Half DL",1.4,NA,94,NA,NA,NA,NA,NA,78,NA,99,91,"<RL",0.8,NA,1.7,NA,NA,"9.6999999999999993","S","6.12","23",0.255,TRUE,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.5776,0.438976,NA,"1990-99"
"WB3","WB",10,"ISCO",1999,1999,6,11,16,"SUMMER",162.7,4910.67,NA,101,98,NA,38,23,NA,4.3,3,NA,94,29,NA,3.07,"Half DL",1.4,NA,190,NA,NA,NA,NA,NA,76,NA,160,152,NA,19,NA,1.4,NA,NA,"-2.8","S","5.34","33",0.70775,TRUE,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,20.8849,95.443993,NA,"1990-99"
"EB8","EB",6,"ISCO",1999,1999,6,13,16,"SUMMER",164.7,4912.67,NA,74,71,NA,27,12,NA,2.8,1,NA,91,24,NA,2.36,"Half DL",1.4,NA,91,NA,NA,NA,NA,NA,79,NA,99,91,"<RL",0.8,NA,1.8,NA,NA,"14.2","S","6.31","24",0.198,TRUE,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.2401,0.117649,NA,"1990-99"
"WB3","WB",16,"ISCO",1999,1999,6,13,16,"SUMMER",164.7,4912.67,NA,97,94,NA,38,23,NA,4.3,3,NA,96,31,NA,3.13,"Half DL",1.4,NA,180,NA,NA,NA,NA,NA,75,NA,150,142,NA,15,NA,1.6,NA,NA,"6.9","S","5.61","32",0.59451,TRUE,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,6.0025,14.706125,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,6,16,9,"SUMMER",167.4,4915.38,NA,102,99,NA,38,23,NA,5.1,4,NA,95,29,NA,2.89,"Half DL",1.4,NA,190,NA,101,NA,FALSE,NA,77,NA,167,159,NA,17,NA,1.5,NA,0.6,"-6.9","5.2","5.25","34",0.595,TRUE,5.62,3.19,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,140,31.5844,177.504328,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,6,16,10,"SUMMER",167.4,4915.42,NA,77,74,NA,28,12,NA,3.3,2,NA,94,24,NA,2.25,"Half DL",1.4,NA,94,NA,63.5,NA,FALSE,NA,81,NA,101,93,"<RL",0.9,NA,1.8,NA,1.6,"21.8","5.7","6.43","25",0.113,TRUE,0.37,23.6,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,105,0.1369,0.050653,NA,"1990-99"
"EB8","EB",NA,"REP",1999,1999,6,16,10,"SUMMER",167.4,4915.42,NA,77,74,NA,28,12,NA,3.3,2,NA,94,24,NA,2.27,"Half DL",1.4,NA,93,NA,NA,NA,FALSE,NA,81,NA,101,93,"<RL",0.9,NA,1.8,NA,1.6,"19.7","S","6.44","25",0.113,TRUE,0.36,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,105,0.1296,0.046656,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,6,22,10,"SUMMER",173.4,4921.42,NA,96,93,NA,37,22,NA,4.9,3,NA,99,32,NA,3.34,"Half DL",1.4,NA,180,NA,99.5,NA,FALSE,NA,78,NA,168,160,NA,5.2,NA,1.6,NA,1.3,"0.56999999999999995","5.0999999999999996","5.42","34",0.34,TRUE,3.8,5.56,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,133,14.44,54.872,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,8,9,11,"SUMMER",221.5,4969.46,NA,85,82,NA,34,19,NA,4.3,3,NA,99,34,NA,2.3,"Half DL",1.4,NA,78,NA,54.8,NA,FALSE,NA,76,NA,104,96,NA,1.4,NA,2.2,NA,1.8,"33.5","5.8","6.61","27",0.085,TRUE,0.25,32,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,119,0.0625,0.015625,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,8,9,11,"SUMMER",221.5,4969.46,NA,84,81,NA,37,23,NA,3.8,2,NA,107,45,NA,2.8,"Half DL",1.4,NA,130,NA,52.9,NA,FALSE,NA,72,NA,148,141,NA,15,NA,1.8,NA,0.9,"-4","5.3","5.27","31",0.538,TRUE,5.37,5.92,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,121,28.8369,154.854153,NA,"1990-99"
"WB3","WB",NA,"REP",1999,1999,8,9,11,"SUMMER",221.5,4969.46,NA,84,81,NA,37,23,NA,3.8,2,NA,101,39,NA,2.7,"Half DL",1.4,NA,130,NA,53,NA,FALSE,NA,72,NA,148,141,NA,14,NA,1.7,NA,0.9,"-1.1499999999999999","S","5.24","31",0.538,TRUE,5.75,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,121,33.0625,190.109375,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,8,10,11,"SUMMER",222.5,4970.46,NA,81,78,NA,38,21,NA,5.4,4,NA,121,47,NA,3.1,"Half DL",1.4,NA,140,NA,49.9,NA,FALSE,NA,86,NA,148,139,NA,1.9,NA,1.9,NA,2.4,"9.3000000000000007","5.2","5.63","33.4",0.198,TRUE,2.34,12.7,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,119,5.4756,12.812904,NA,"1990-99"
"EB8","EB",20,"ISCO",1999,1999,8,10,16,"SUMMER",222.7,4970.67,NA,71,69,NA,27,16,NA,7.7,7,NA,87,38,NA,1.8,NA,11.1,NA,150,NA,NA,NA,NA,NA,57,NA,88,82,NA,8.8,NA,6.4,NA,NA,"19.2","S","6.23","23",0.028,TRUE,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.3481,0.205379,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,9,11,6,"FALL",254.3,5002.25,NA,70,67,NA,25,9,NA,7.7,6,NA,94,23,NA,1.9,NA,NA,NA,113,NA,84.6,NA,NA,NA,82,NA,86,78,NA,5.2,NA,4.9,NA,1.5,"18.600000000000001","5.5","6","26",0,TRUE,1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1,1,NA,"1990-99"
"EB8","EB",NA,"REP",1999,1999,9,11,6,"FALL",254.3,5002.25,NA,72,69,NA,25,9,NA,7.9,6,NA,88,18,NA,1.9,NA,NA,NA,114,NA,NA,NA,NA,NA,82,NA,86,78,NA,5.2,NA,4.9,NA,1.5,"18.899999999999999","S","6.11","26.1",0,TRUE,0.78,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.6084,0.474552,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,9,11,8,"FALL",254.3,5002.33,NA,62,59,NA,24,10,NA,16.4,15,NA,102,40,NA,2.8,"Half DL",1.4,NA,138,NA,80.8,NA,NA,NA,72,NA,119,112,NA,7,NA,4.7,NA,2,"64","5.2","5.5","28.7",0.679,NA,3.16,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,9.9856,31.554496,NA,"1990-99"
"EB8","EB",5,"ISCO",1999,1999,9,17,4,"FALL",260.2,5008.17,NA,69,66,NA,24,11,NA,10,9,NA,104,46,NA,1.7,"Half DL",1.4,NA,140,NA,NA,NA,NA,NA,67,NA,84,77,"<RL",0.9,NA,4.9,NA,NA,"14.9","S","5.99","23",8.663,TRUE,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1.0404,1.061208,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,9,17,10,"FALL",260.4,5008.42,NA,68,65,NA,23,7,NA,7.9,6,NA,97,24,NA,1.9,"Half DL",1.4,NA,80,NA,60.3,NA,FALSE,NA,84,NA,87,78,"<RL",0.5,NA,2.9,NA,0.7,"9.1","5.7","5.85","25",3.284,TRUE,1.41,10.3,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,91,1.9881,2.803221,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,9,17,10,"FALL",260.4,5008.42,NA,108,105,NA,38,22,NA,12.5,11,NA,114,45,NA,2.1,NA,NA,NA,180,NA,77.7,NA,FALSE,NA,80,NA,148,140,NA,50,NA,1.9,"<RL",0.4,"-6.01","5.0999999999999996","4.97","37",3.199,TRUE,10.7,1.71,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,146,114.49,1225.043,NA,"1990-99"
"WB3","WB",NA,"REP",1999,1999,9,17,10,"FALL",260.4,5008.42,NA,109,106,NA,37,21,NA,12.8,11,NA,114,46,NA,2.1,"Half DL",1.4,NA,190,NA,76,NA,FALSE,NA,80,NA,148,140,NA,50,NA,1.7,"<RL",0.4,"-5.6","S","4.99",NA,3.199,TRUE,10.2,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,146,104.04,1061.208,NA,"1990-99"
"EB8","EB",7,"ISCO",1999,1999,9,17,12,"FALL",260.5,5008.5,NA,73,70,NA,27,10,NA,6.6,5,NA,120,45,NA,2,"Half DL",1.4,NA,97,NA,NA,NA,NA,NA,87,NA,89,80,"<RL",0.5,NA,3.1,NA,NA,"8.4","S","5.91","24",2.831,TRUE,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.5129,1.860867,NA,"1990-99"
"EB8","EB",8,"ISCO",1999,1999,9,17,14,"FALL",260.6,5008.58,NA,71,68,NA,25,8,NA,6.9,5,NA,113,37,NA,1.9,"Half DL",1.4,NA,94,NA,NA,NA,NA,NA,88,NA,88,79,"<RL",0.5,NA,3.2,NA,NA,"9.8000000000000007","S","5.92","25",3.227,TRUE,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1.44,1.728,NA,"1990-99"
"WB3","WB",6,"ISCO",1999,1999,9,17,14,"FALL",260.6,5008.58,NA,121,118,NA,40,24,NA,12.3,11,NA,121,49,NA,2.1,"Half DL",1.4,NA,220,NA,NA,NA,NA,NA,84,NA,150,141,NA,56,NA,3.1,NA,NA,"-7.7","S","5.04","38",5.011,TRUE,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,83.1744,758.550528,NA,"1990-99"
"WB3","WB",10,"ISCO",1999,1999,9,17,22,"FALL",260.9,5008.92,NA,119,116,NA,37,20,NA,12.3,11,NA,108,35,NA,2,"<RL",2.77,NA,570,NA,NA,NA,NA,NA,86,NA,170,161,NA,63,NA,3,NA,NA,"-10.199999999999999","S","4.8099999999999996","42",13.221,TRUE,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,240.25,3723.875,NA,"1990-99"
"EB8","EB",10,"ISCO",1999,1999,9,18,0,"FALL",261,5009,NA,71,67,NA,23,6,NA,6.9,5,NA,108,31,NA,1.9,"Half DL",1.4,NA,100,NA,NA,NA,NA,NA,90,NA,86,77,"<RL",0.5,NA,2.9,NA,NA,"6.1","S","5.83","25",NA,TRUE,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2.1904,3.241792,NA,"1990-99"
"WB3","WB",11,"ISCO",1999,1999,9,18,0,"FALL",261,5009,NA,119,116,NA,35,19,NA,12.8,11,NA,106,33,NA,2,"Half DL",1.4,NA,500,NA,NA,NA,NA,NA,85,NA,166,157,NA,62,NA,2.8,NA,NA,"-10.5","S","4.84","41",NA,TRUE,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,210.25,3048.625,NA,"1990-99"
"EB8","EB",12,"ISCO",1999,1999,9,18,8,"FALL",261.3,5009.33,NA,70,66,NA,24,6,NA,6.4,5,NA,111,32,NA,1.8,"Half DL",1.4,NA,97,NA,NA,NA,NA,NA,92,NA,87,77,"<RL",0.5,NA,3.1,NA,NA,"3.7","S","5.7","25",6.483,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,4,8,NA,"1990-99"
"EB8","EB",13,"ISCO",1999,1999,9,18,12,"FALL",261.5,5009.5,NA,71,68,NA,25,7,NA,5.9,4,NA,112,33,NA,1.9,"Half DL",1.4,NA,96,NA,NA,NA,NA,NA,92,NA,87,77,"Half DL",0.05,NA,2.8,NA,NA,"3.1","S","5.68","25",5.464,TRUE,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,4.3681,9.129329,NA,"1990-99"
"WB3","WB",17,"ISCO",1999,1999,9,18,12,"FALL",261.5,5009.5,NA,116,112,NA,34,16,NA,10.5,9,NA,108,31,NA,2,"Half DL",1.4,NA,610,NA,NA,NA,NA,NA,89,NA,178,169,NA,50,NA,2.3,NA,NA,"-10.7","S","4.79","41",6.851,TRUE,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,262.44,4251.528,NA,"1990-99"
"WB3","WB",24,"ISCO",1999,1999,9,19,2,"FALL",262.1,5010.08,NA,116,112,NA,37,20,NA,7.4,6,NA,131,53,NA,2.1,"Half DL",1.4,NA,430,NA,NA,NA,NA,NA,90,NA,180,171,NA,29,NA,2.2,NA,NA,"-9.1","S","4.8600000000000003","39",2.491,TRUE,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,190.44,2628.072,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,9,21,13,"FALL",264.5,5012.54,NA,73,70,NA,27,8,NA,6.1,4,NA,127,41,NA,2,"<RL",3.32,NA,95,NA,59.4,NA,FALSE,NA,101,NA,96,86,"<RL",0.8,NA,2.7,NA,1.2,"6.2","5.5","5.74","27",0.368,TRUE,1.82,12,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,100,3.3124,6.028568,NA,"1990-99"
"EB8","EB",NA,"REP",1999,1999,9,21,13,"FALL",264.5,5012.54,NA,73,69,NA,26,6,NA,6.4,5,NA,140,53,NA,2,"<RL",2.77,NA,95,NA,54.8,NA,FALSE,NA,101,NA,96,86,"<RL",0.7,NA,2.7,NA,1.2,"6.3","S","5.75","28",0.368,TRUE,1.78,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,99,3.1684,5.639752,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,9,21,13,"FALL",264.5,5012.54,NA,117,113,NA,38,20,NA,6.1,4,NA,124,46,NA,2.3,"Half DL",1.4,NA,290,NA,109,NA,FALSE,NA,91,NA,183,174,NA,14,NA,2.1,NA,0.7,"-8.9","5.0999999999999996","4.92","39",0.481,TRUE,12,2.99,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,155,144,1728,NA,"1990-99"
"EB8","EB",13,"ISCO",1999,1999,9,22,0,"FALL",265,5013,NA,59,56,NA,21,5,NA,3.8,2,NA,81,10,NA,1.7,"Half DL",1.4,NA,140,NA,NA,NA,NA,NA,83,NA,83,74,"<RL",0.5,NA,2.8,NA,NA,"-0.8","S","5.31","23.8",NA,TRUE,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,24.01,117.649,NA,"1990-99"
"WB3","WB",12,"ISCO",1999,1999,9,22,0,"FALL",265,5013,NA,90,87,NA,32,16,NA,6.6,5,NA,90,17,NA,2,"Half DL",1.4,NA,650,NA,NA,NA,NA,NA,85,NA,190,181,NA,34,NA,2.4,NA,NA,"-16.5","S","4.7","42.6",NA,TRUE,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,400,8000,NA,"1990-99"
"EB8","EB",3,"ISCO",1999,1999,9,22,4,"FALL",265.2,5013.17,NA,62,59,NA,22,7,NA,5.4,4,NA,78,10,NA,1.8,"Half DL",1.4,NA,120,NA,NA,NA,NA,NA,80,NA,83,75,"<RL",0.9,NA,3.3,NA,NA,"-9.1999999999999993","S","5.8","23.9",15.514,TRUE,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2.4964,3.944312,NA,"1990-99"
"WB3","WB",3,"ISCO",1999,1999,9,22,6,"FALL",265.3,5013.25,NA,98,95,NA,33,17,NA,7.4,6,NA,83,13,NA,2.1,"Half DL",1.4,NA,470,NA,NA,NA,NA,NA,82,NA,176,168,NA,30,NA,3.4,NA,NA,"-14.8","S","4.7300000000000004","40.6",23.129,TRUE,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,345.96,6434.856,NA,"1990-99"
"EB8","EB",18,"ISCO",1999,1999,9,22,10,"FALL",265.4,5013.42,NA,58,55,NA,21,5,NA,4.1,3,NA,80,10,NA,1.7,"Half DL",1.4,NA,150,NA,NA,NA,NA,NA,81,NA,82,74,"<RL",0.5,NA,2.9,NA,NA,"-0.4","S","5.39","23.4",19.477,TRUE,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,16.5649,67.419143,NA,"1990-99"
"EB8","EB",8,"ISCO",1999,1999,9,22,14,"FALL",265.6,5013.58,NA,59,56,NA,20,4,NA,4.9,3,NA,74,5,NA,1.6,"Half DL",1.4,NA,130,NA,NA,NA,NA,NA,81,NA,79,71,"<RL",0.6,NA,2.7,NA,NA,"2.5","S","5.47","23.3",17.581,TRUE,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,11.4921,38.958219,NA,"1990-99"
"WB3","WB",7,"ISCO",1999,1999,9,22,14,"FALL",265.6,5013.58,NA,90,87,NA,30,14,NA,7.7,6,NA,78,9,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,80,NA,171,163,NA,32,NA,2.9,NA,NA,"-15","S","4.71","39.799999999999997",19.109,TRUE,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,380.25,7414.875,NA,"1990-99"
"EB8","EB",9,"ISCO",1999,1999,9,22,16,"FALL",265.7,5013.67,NA,60,57,NA,21,5,NA,4.6,3,NA,78,8,NA,1.7,"Half DL",1.4,NA,150,NA,NA,NA,NA,NA,82,NA,82,74,NA,1,NA,3.3,NA,NA,"1.9","S","5.4","23.9",31.707,TRUE,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,15.8404,63.044792,NA,"1990-99"
"WB3","WB",8,"ISCO",1999,1999,9,22,16,"FALL",265.7,5013.67,NA,93,90,NA,30,14,NA,7.7,6,NA,80,10,NA,2,"Half DL",1.4,NA,590,NA,NA,NA,NA,NA,82,NA,181,173,NA,33,NA,3,NA,NA,"-18","S","4.68","41.6",31.707,TRUE,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,436.81,9129.329,NA,"1990-99"
"WB3","WB",NA,"REG",1999,1999,9,29,13,"FALL",272.5,5020.54,NA,99,95,NA,35,18,NA,5.6,4,NA,91,16,NA,2.4,"Half DL",1.4,NA,330,NA,140,NA,FALSE,NA,88,NA,193,184,NA,14,NA,1.5,NA,0.6,"-9.1","4.9000000000000004","4.8600000000000003","38.700000000000003",1.246,TRUE,13.8,1.65,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,134,190.44,2628.072,NA,"1990-99"
"WB3","WB",NA,"REP",1999,1999,9,29,13,"FALL",272.5,5020.54,NA,98,95,NA,35,18,NA,5.6,4,NA,92,18,NA,2.4,"Half DL",1.4,NA,330,NA,137,NA,FALSE,NA,87,NA,193,184,NA,14,NA,1.6,NA,0.6,"-18.8","S","4.88","38.700000000000003",1.246,TRUE,13.2,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,133,174.24,2299.968,NA,"1990-99"
"EB8","EB",NA,"REG",1999,1999,9,29,14,"FALL",272.6,5020.58,NA,64,61,NA,22,5,NA,3.6,2,NA,94,17,NA,1.9,"Half DL",1.4,NA,99,NA,57.3,NA,FALSE,NA,89,NA,96,87,"<RL",0.6,NA,1.8,NA,0.8,"3.8","5.2","5.6","24.9",0.878,TRUE,2.51,4.25,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,86,6.3001,15.813251,NA,"1990-99"
"EB8","EB",3,"ISCO",1999,2000,10,1,16,"FALL",274.7,5022.67,NA,61,58,NA,22,5,NA,2.6,1,NA,85,10,NA,2,"Half DL",1.4,NA,85,NA,NA,NA,NA,NA,88,NA,96,87,"<RL",0.4,NA,1.8,NA,NA,"2.1","S","5.57","25.3",0.764,TRUE,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,7.2361,19.465109,"2010-12","2000-09"
"EB8","EB",5,"ISCO",1999,2000,10,3,16,"FALL",276.7,5024.67,NA,62,59,NA,22,5,NA,2.3,1,NA,87,12,NA,2,"Half DL",1.4,NA,83,NA,NA,NA,NA,NA,88,NA,97,88,"<RL",0.4,NA,1.9,NA,NA,"4.8","S","5.68","25.4",0.481,TRUE,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,4.3681,9.129329,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,10,5,11,"FALL",278.5,5026.46,NA,64,60,NA,23,6,NA,2.8,1,NA,89,12,NA,1.8,"Half DL",1.4,NA,84,NA,53.5,NA,FALSE,NA,90,NA,95,86,"<RL",0.5,NA,1.7,NA,0.6,"2.2000000000000002","5.5","5.65","25.4",1.557,TRUE,2.24,5.98,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,87,5.0176,11.239424,"2010-12","2000-09"
"EB8","EB",NA,"REP",1999,2000,10,5,11,"FALL",278.5,5026.46,NA,63,60,NA,23,6,NA,2.6,1,NA,85,8,NA,1.9,"Half DL",1.4,NA,83,NA,NA,NA,FALSE,NA,90,NA,95,86,"<RL",0.4,NA,1.8,NA,0.6,"2.1","S","5.65","25.3",1.557,TRUE,2.24,NA,TRUE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,86,5.0176,11.239424,"2010-12","2000-09"
"WB3","WB",NA,"REG",1999,2000,10,5,11,"FALL",278.5,5026.46,NA,100,97,NA,37,20,NA,5.6,4,NA,91,15,NA,2.2,"Half DL",1.4,NA,290,NA,140,NA,FALSE,NA,88,NA,189,180,NA,17,NA,1.7,NA,0.6,"-5.8","4.0999999999999996","4.91","39.6",1.812,TRUE,12.3,0.27,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,137,151.29,1860.867,"2010-12","2000-09"
"EB8","EB",4,"ISCO",1999,2000,10,8,16,"FALL",281.7,5029.67,NA,62,59,NA,21,3,NA,2.3,1,NA,100,24,NA,1.8,"Half DL",1.4,NA,77,NA,NA,NA,NA,NA,89,NA,97,88,"Half DL",0.05,NA,2,NA,NA,"4.5","S","5.68","25.3",0.651,TRUE,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,4.3681,9.129329,"2010-12","2000-09"
"WB3","WB",4,"ISCO",1999,2000,10,8,16,"FALL",281.7,5029.67,NA,100,97,NA,34,17,NA,4.3,3,NA,105,31,NA,2.3,"Half DL",1.4,NA,240,NA,NA,NA,NA,NA,86,NA,185,176,NA,14,NA,1.8,NA,NA,"-3.6","S","5.05","37",0.991,TRUE,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,79.3881,707.347971,"2010-12","2000-09"
"EB8","EB",6,"ISCO",1999,2000,10,10,16,"FALL",283.7,5031.67,NA,61,58,NA,21,3,NA,2.6,1,NA,96,19,NA,1.9,"Half DL",1.4,NA,74,NA,NA,NA,NA,NA,90,NA,98,89,"<RL",0.4,NA,1.8,NA,NA,"5.5","S","5.72","25.4",0.595,TRUE,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,3.6481,6.967871,"2010-12","2000-09"
"EB8","EB",NA,"REG",1999,2000,10,12,12,"FALL",285.5,5033.5,NA,64,61,NA,21,3,NA,3.3,2,NA,96,16,NA,2,"Half DL",1.4,NA,75,NA,37.4,NA,FALSE,NA,93,NA,99,89,"<RL",0.7,NA,2,NA,0.7,"5.0999999999999996","5.4","5.7","25.4",0.708,TRUE,2,5.68,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,85,4,8,"2010-12","2000-09"
